title,artist,created,date,creditline,source
"George Maciunas' In Memoriam to Adriano Olivetti, Version 1 Poem, performed during Fluxus/Musik og Anti-Musik det Instrumentale Teater, Nikolai Kirke, Copenhagen, November 23, 1962","George Maciunas, Albert Mertz, Arthur Köpcke, Alison Knowles",1962,2008,The Gilbert and Lila Silverman Fluxus Collection Gift,Documents/info664project/moma.csv
Parkett no. 88,"Various Artists, Kerstin Brätsch, Ernst Caramelle, Paul Chan, Silke Otto-Knapp, Sturtevant, Andro Wekua",2011,2013,Gift of Parkett,Documents/info664project/moma.csv
"Memorial and Cultural Center, and Town Hall, Kolašin, Montenegro (Exterior view, 2016)","Valentin Jeck, Marko Mušič",2016,2018,"Gift of Robert Menschel, Janet Wallach, and the Committee on Architecture and Design",Documents/info664project/moma.csv
ORB #4,Sewell Sillman,1967,1967,The John S. Newberry Fund,Documents/info664project/moma.csv
"Il Palazzo della Civiltà Italiana, Cité EUR, Rome, Italy","Ernesto Bruno La Padula, Giovanni Guerrini, Mario Romano, Mario Romano, Giovanni Guerrini",1938,1984,Purchase,Documents/info664project/moma.csv
"IV Centenário de São Paolo, Fourth Brazilian Congress of Architects, Sao Paulo, Brazil",Danilo di Prete,1954,2014,Gift of the designer,Documents/info664project/moma.csv
Yosef,Richard Learoyd,2008,2016,"Acquired through the generosity of Michael G. Jesselson, Richard O. Rieger, and Clark B. Winter, Jr.",Documents/info664project/moma.csv
Cammell Hudson and Brownjohn Associates Limited,Robert Brownjohn,1964-1967,,Gift of Don Goeman,Documents/info664project/moma.csv
Title page from IO E ALTRO,Roberto Barni,1991,1992,Gift of Piergiorgio Spallacci,Documents/info664project/moma.csv
"""Itty Bitty"" Book Light",Noel Zeller,1982,2005,Gift of the manufacturer,Documents/info664project/moma.csv
Fifty Wonderful Years,"Optic Nerve, Lynn Adler, Sherrie Rabinowitz, Bill Bradbury",1972,,,Documents/info664project/moma.csv
Sketchbook (Cuaderno de Apuntes),"Ximena Cuevas, Fito Doring",1983,1998,Gift of the artist,Documents/info664project/moma.csv
! no pasaran! 7 de Noviembre Madrid,Jose Espert,1930s,,,Documents/info664project/moma.csv
Boys Keep Swinging,"David Bowie, David Mallet",1979,2008,Gift of the David Bowie Archive,Documents/info664project/moma.csv
Untitled,Robert Gober,1985,1991,Gift of Barbara G. Pine,Documents/info664project/moma.csv
Untitled,Ellen Berkenblit,-2003,2005,The Judith Rothschild Foundation Contemporary Drawings Collection Gift,Documents/info664project/moma.csv
Viatskaia gliniannaia igrushka v risunkakh,Aleksei Den'shin,1917,2001,Gift of The Judith Rothschild Foundation,Documents/info664project/moma.csv
MANY HAPPY RETURNS,Wallace Nutting,c. 1910,1974,Gift of Joe Masler,Documents/info664project/moma.csv
Attempting to Escape the Frame with Mask No. 3,ORLAN (Mirielle Suzanne Francette Porte),1965,2017,Committee on Photography Fund,Documents/info664project/moma.csv
His Secret,Frank Powell,1913,2005,Purchase,Documents/info664project/moma.csv
"Patti Smith, Horses (Poster for album distributed by Arista Records, New York)","Bob Heimall, Robert Mapplethorpe",1975,2012,Gift of Lawrence Benenson,Documents/info664project/moma.csv
Synthetic PhiX174 Bacteriophage,"Andrew John Hessel, Jacqueline Yuan Quinn, Autodesk Inc., Paul Richard Ayre Jaschke",2014,2015,Gift of the designers,Documents/info664project/moma.csv
1/2 Brown Curved Area Series V,Robert Mangold,1968,1968,John B. Turner Fund,Documents/info664project/moma.csv
Maiakovskomu. Sbornik vospominanii i statei,Valerian Dvorakovskii,1940,2001,Gift of The Judith Rothschild Foundation (Boris Kerdimun Archive),Documents/info664project/moma.csv
"Encuentro de Estudiantes X Congreso de la Unión Internacional de Arquitectos, Buenos Aires, Argentina",González Ruiz,1969,2014,Gift of the designer,Documents/info664project/moma.csv
Everglade,"Jeff Rian, Jean-Jacques Palix",2000,2013,Committee on Prints and Illustrated Books Fund,Documents/info664project/moma.csv
C46,James Welling,1981,1998,Acquired through the generosity of Ronald and Judy Baron in honor of Susan Stevenson,Documents/info664project/moma.csv
Katamari Damacy,Keita Takahashi,2004,2012,Gift of NAMCO BANDAI Games Inc.,Documents/info664project/moma.csv
Architecture Is Everywhere,"Sou Fujimoto, Sou Fujimoto Architects",2015,2016,Committee on Architecture and Design Funds,Documents/info664project/moma.csv
The Broken Glass (O vidro partido),Maria Helena Valente da Cruz,c. 1952,2019,Acquired through the generosity of Donna Redel,Documents/info664project/moma.csv
Glass (Study),Willy Zielke,1929,2001,"Thomas Walther Collection. Abbott-Levy Collection funds, by exchange",Documents/info664project/moma.csv
Untitled,Leon Cremière,c. 1879?,1985,The Family of Man Fund,Documents/info664project/moma.csv
"""Y.A. Tittle # 14""",Robert Riger,1964,2001,The New York Times Collection,Documents/info664project/moma.csv
"Rialto Theatre, Albany, California",Constance Brenner Vieira Da Cunha,1975,1980,The Family of Man Fund,Documents/info664project/moma.csv
Museum Dinner Service,Eva Zeisel,c. 1942-45,,Gift of the manufacturer,Documents/info664project/moma.csv
Untitled (A Challenge),Belkis Ayón,1996,1999,Gift of Carole and Alex Rosenberg,Documents/info664project/moma.csv
and she stepped in and couldn't believe what she'd seen - myself as a king-corrupted,Franz Ackermann,-2001,2001,Purchased with funds given by Susan G. Jacoby in honor of her mother Marjorie L. Goldberger,Documents/info664project/moma.csv
The Lovers,Bernard Perlin,1946,1948,Purchase,Documents/info664project/moma.csv
"Fossils XXXII (folio 27) from Eye Magazine #14 ""Cobalt Myth Mechanics""",Jeff Goodman,"1985, published 1986",2015,Henry Church Fund (by exchange),Documents/info664project/moma.csv
The Cage,Ado Sato,-1969,1971,Gift of Mr. and Mrs. Wolfgang Schoenborn,Documents/info664project/moma.csv
Poster for the Great Bridge Revue (Große Brücken Revue),Oskar Schlemmer,1926,1937,"Abby Aldrich Rockefeller Fund, Jan Tschichold Collection",Documents/info664project/moma.csv
Causeway,Lucienne Day,1967,2015,Gift of Jill A. Wiltse and H. Kirk Brown III,Documents/info664project/moma.csv
Fantastic Flowers,Scottie Wilson,c.1930–48,1948,Purchase,Documents/info664project/moma.csv
Rhythm of a Russian Dance,Theo van Doesburg,18-Jun,1946,Acquired through the Lillie P. Bliss Bequest (by exchange),Documents/info664project/moma.csv
Fernand Léger,Rogi André (Rozsa Klein),1935,1940,Gift of Frank Crowninshield,Documents/info664project/moma.csv
Untitled,Derek Boshier,1964,1965,Abby Aldrich Rockefeller Fund,Documents/info664project/moma.csv
Cab in Havana,Jules Pascin,(1914-20),1935,Gift of Abby Aldrich Rockefeller,Documents/info664project/moma.csv
"Lutetia (Lutèce) from L'Estampe Moderne, Number 14",A. Giraldon,published June 1898,1958,Mr. and Mrs. E. Powis Jones Fund,Documents/info664project/moma.csv
Atlantic (#6),Aaron Morse,2003,2005,The Judith Rothschild Foundation Contemporary Drawings Collection Gift,Documents/info664project/moma.csv
Schone Bescheerung from the Museum in Progress project Functional Pictures,Hil de Gard,"(newspaper published: June 15, 1999)",2006,Linda Barth Goldstein Fund,Documents/info664project/moma.csv
Dead Jap Sniper at Myitkyine. I,Bernard Hoffman,1944,1944,Gift of the artist,Documents/info664project/moma.csv
Discovery of Infra-Space I,Wolfgang Paalen,1940,1942,Purchase,Documents/info664project/moma.csv
Aixafem el faixisme,Pere Catala Pic,1937,1937,Special Purchase Fund (Exh. 65),Documents/info664project/moma.csv
Untitled from the Museum in Progress project Utopia Station,"Anri Sala, Edi Rama","(newspapers published March 28-29, 2003)",2006,Linda Barth Goldstein Fund,Documents/info664project/moma.csv
Eastern European Prints,"Janez Bernik, Ion Bitzan, Marcel Chirnoaga, Arnold Gross, Jiří John, Béla Kondor, Danuta Leszczynska-Kluza, Ryszard K. Otreba, Marjan Pogačnik, Jaroslav Šerých, Various Artists","1966–70, published 1970",1970,Gift of Andrew and Mary Stasik,Documents/info664project/moma.csv
Grafa 2,Alex Walter Diggelmann,1934,1984,Leonard and Evelyn Lauder Fund,Documents/info664project/moma.csv
"City Tower project, Philadelphia, PA (Perspective sketch)","Louis I. Kahn, Anne Tyng",1952-1953,1967,Gift of the architect,Documents/info664project/moma.csv
Parkett no. 67,"Fiona Banner, John Bock, Peter Doig, Marcel Dzama, Fred Tomaselli, Various Artists",2003,2003,Gift of Parkett,Documents/info664project/moma.csv
"THE HORSEMEN OF THE APOCALYPSE, plate 1 (folio 7) from ÉCRASER L'INFÂME",Rudolph Von Ripper,(Print executed 1936),1939,Gift of Edward M. M. Warburg,Documents/info664project/moma.csv
Textile samples (Six swatches of printed silk indicating different colorways),Marguerita Mergentime,late 1930s,2016,Anonymous gift,Documents/info664project/moma.csv
Silver Studios,Stanley Silver,1965,1965,Gift of the artist,Documents/info664project/moma.csv
"House in a Plum Grove, Tokyo, Japan (Scale model 1:5)",Kazuyo Sejima,1999–2004,2016,Gift of Alice Tisch and Guy Nordenson,Documents/info664project/moma.csv
"Philip Corner's Piano Activities, performed by Philip Corner, George Maciunas, Emmett Williams, Benjamin Patterson, Dick Higgins, and Alison Knowles during Fluxus Internationale Festpiele Neuester Musik, Hörsaal des Städtischen Museums, Wiesbaden, Germany, September 1, 1962","Philip Corner, George Maciunas, Emmett Williams, Benjamin Patterson, Dick Higgins, Alison Knowles",1962,2008,The Gilbert and Lila Silverman Fluxus Collection Gift,Documents/info664project/moma.csv
"International Festival of the Arts, Merce Cunningham Company, Mexico City Cultural Olympics","Department of Publications and Urban Design, Organizing Committee of the XIX Olympiad, Leonard Soned",1968,2014,Gift of the XIX Olympics Committee,Documents/info664project/moma.csv
"Salon des Cent, XXVIe exposition d'ensemble",Adolphe-Léon Willette,1897,1956,Gift of Ludwig Charell,Documents/info664project/moma.csv
Lazy Lines (Drapery fabric),Astrid Sampe,c.1954,,Gift of the manufacturer,Documents/info664project/moma.csv
Untitled (Entertainment Cocoon Series),Gretchen Bender,1992,1992,John B. Turner Fund,Documents/info664project/moma.csv
The Caravan,Marlon Castellanos,2002,2003,Gift of Jacqueline Brody,Documents/info664project/moma.csv
Lakota Knives,Phillip W. Hoffman,1974,1980,Gift of Lakota Corporation,Documents/info664project/moma.csv
Knock Knock,Jason Jägel,2003,2005,The Judith Rothschild Foundation Contemporary Drawings Collection Gift,Documents/info664project/moma.csv
ROCKS,Nono Reinhold,1961,1963,Abby Aldrich Rockefeller Fund,Documents/info664project/moma.csv
Red File Cabinet from Artists & Photographs,Tom Gormley,1970,1984,Gift of Kynaston McShine,Documents/info664project/moma.csv
"Hotel Sphinx Project, New York, New York (Axonometric)","Elia Zenghelis, Zoe Zenghelis",1975–1976,2000,Gift of The Howard Gilman Foundation,Documents/info664project/moma.csv
Untitled,Ernst Wilhelm Nay,-1936,1962,Gertrud A. Mellon Fund,Documents/info664project/moma.csv
Kostabi Factory from the Fashion Moda Benefit Portfolio,Mark Kostabi,1985,1986,Purchase,Documents/info664project/moma.csv
Tableaux de Paris,"Pierre Bonnard, Edmond Ceria, Jean Gabriel Daragnès, Hermine David, Maurice de Vlaminck, Henry de Waroquier, André Dunoyer de Segonzac, Pierre Falké, Tsugouharu Foujita, Chas Laborde, Marie Laurencin, Albert Marquet, Charles Martin, Henri Matisse, Luc-Albert Moreau, Jean Oberlé, Jules Pascin, Georges Rouault, Maurice Utrillo, Kees van Dongen, Various Artists","1925–27, published 1927",1964,The Louis E. Stern Collection,Documents/info664project/moma.csv
"Long Museum West Bund, Shanghai, China","Liu Yichun, Chen Yifeng, Hao Chen",2011–2014,2020,Gift of the architects,Documents/info664project/moma.csv
Ernst Reuter,Bernhard Heiliger,1954 (cast 1958),1958,Matthew T. Mellon Foundation Fund,Documents/info664project/moma.csv
Outpost,Satish Gujral,1962,1964,Gift of Dr. and Mrs. Samuel Rosen,Documents/info664project/moma.csv
Untitled,Larry Stewart,1964,2022,Purchase,Documents/info664project/moma.csv
Stacking Tableware,Ambrogio Pozzi,1970,2011,Purchased with funds given by the Helena Rubinstein Foundation,Documents/info664project/moma.csv
I Thought It Was You,Ryan McNamara,2008,2009,Committee on Media and Performance Art Funds,Documents/info664project/moma.csv
El pueblo de Madrid a su heroico defensor - General Miaja,Juan Parrilla,1936-37,1995,Gift of William P. Mangold,Documents/info664project/moma.csv
SMOKE (folio 16) from AQUELLO,Chema Cobo,1986,1987,Gift of Dorothy Miller (by exchange),Documents/info664project/moma.csv
Interregna,John Pilson,1999-2000,,Gift of David Teiger,Documents/info664project/moma.csv
Fugue,John Tunnard,1938,1943,Acquired through the Lillie P. Bliss Bequest (by exchange),Documents/info664project/moma.csv
Untitled (The Right Protection),Maria Magdalena Campos-Pons,1999,2002,Howard Johnson Fund,Documents/info664project/moma.csv
Organisches versus lineare Formen,Romain Urhausen,1953,2016,Purchase,Documents/info664project/moma.csv
Malevich-Marlborough,Alexander Kosolopov,1988,1994,Linda B. Goldstein Fund,Documents/info664project/moma.csv
Study for The First of Four Mountains,Irving Petlin,1961,1962,Gift of Mr. and Mrs. Walter Bareiss,Documents/info664project/moma.csv
"Regional Administrative Center, project ""Trieste e una Donna."" , Trieste, Italy, Competition design: Elevation and section","Aldo Rossi, Gianni Braghieri, M. Bosshard",1974,1980,Philip Johnson Fund,Documents/info664project/moma.csv
Calculator (model ET 55),"Dieter Rams, Dietrich Lubs",1980,1982,Gift of the manufacturer,Documents/info664project/moma.csv
Kings of the Hill,Yael Bartana,2003,2007,Acquired through the generosity of José Mugrabi,Documents/info664project/moma.csv
Astrological Music,"Richard Tyler, Claes Oldenburg",,2008,The Gilbert and Lila Silverman Fluxus Collection Gift,Documents/info664project/moma.csv
HIEROGLYPHICS,Heinz Trökes,-1960,1961,Larry Aldrich Fund,Documents/info664project/moma.csv
Tetradattilo con vegetazione (#65),Ele D'Artagnan (Michele Lombardi-Toscanini),1975,2005,The Judith Rothschild Foundation Contemporary Drawings Collection Gift,Documents/info664project/moma.csv
In the Ring (En la pista),Waldimiro Melgarejo Muñoz,1933,1942,Inter-American Fund,Documents/info664project/moma.csv
Room divider from the Maison du Brésil,"Charlotte Perriand, Le Corbusier (Charles-Édouard Jeanneret), Lúcio Costa",1959,2016,Gift of Jo Carole and Ronald S. Lauder,Documents/info664project/moma.csv
The Unknown Political Prisoner,Zühtü Müritoğlu,1956,1958,Purchase,Documents/info664project/moma.csv
House on Zubovskaya Square,"Viktor Smyshlyaev, Evgeny Burov",1985–1986,2018,Committee on Architecture and Design Funds,Documents/info664project/moma.csv
James Brown is Dead,Mark Bradford,2007,2007,"Purchased with funds provided by Kathy and Richard S. Fuld, Jr.",Documents/info664project/moma.csv
"Offleben, West Germany",Brian Rose,1987,1987,Acquired through the generosity of Shirley C. Burden,Documents/info664project/moma.csv
Untitled,Rolf Winquist,1957,1961,Gift of the artist,Documents/info664project/moma.csv
Girl Looking at the Moon,Julia Thecla,1936,1948,Gift of C. Philip Boyer,Documents/info664project/moma.csv
The Cramps (Poster for The Human Fly Tour),"X3 Studios, David Arnoff",1978,2012,Gift of Lawrence Benenson,Documents/info664project/moma.csv
Frenchman Weeping as French Flags Leave Just Ahead of Germans,George Mejat / Movietone News / Twentieth Century Fox,1940,2002,Purchase,Documents/info664project/moma.csv
"By Hand - 1508A Walnut, Berkeley, 849-2093 - Handmade Clothing",David Lance Goines,1974,1977,"Gift of Thackrey & Robertson, San Francisco, and the designer",Documents/info664project/moma.csv
Abstract II (Abstrato II),Ivan Serpa,1953,2007,Latin American and Caribbean Fund,Documents/info664project/moma.csv
The Bread of Days,Enrique Chagoya,1994,1995,Mary Ellen Meehan Fund,Documents/info664project/moma.csv
Never Alone (Kisima Inŋitchuŋa),"E-Line Media, Cook Inlet Tribal Council, Inc, Ishmael (Angaluuk) Hope",2014,2021,Gift of E-Line Media,Documents/info664project/moma.csv
