artist,date,title,source
Carol Sun,,"PS 16, TREE OF KNOWLEDGE",education
Carol Sun,1998,PS 16 TREE OF KNOWLEDGE,education
Carol Sun,1998,PS 16 TREE OF KNOWLEDGE,education
Matthew O' Donnell,1988,ELECTRIC BOAT,education
Charles Luce,1986,TIMEPIECE,education
Charles Luce,1986,TIMEPIECE,education
Pino Finnochiaro,1983,COLLINA,education
Margalit Mannor,1986,"UNTITLED (#'S 108, 122, 124, 128, 132, 160)",education
Amy Jones,1978,AMERICAN FALLS,education
Freddy Rodriguez,1988,ROMAN GOD JANUS LOOKING TOWARD THE PAST AND FUTURE,education
Adam Reich,1987,UNTITLED,education
Amy Jones,1978,RIVER IN MAINE,education
Amy Jones,1969,HUDSON RIVER ICE FLOES (BROWN),education
Mark Sadan,1985,CLEARWATER SAILING THE HUDSON,education
Mark Mastroianni,1987,UNTITLED,education
Richard Carleton,1985,UNTITLED,education
Isabel Borgatta,,MAIA,education
Isabel Borgatta,,MAIA,education
Herbert Pinkney,1987,JONAH/AHAB,education
Pete Ellenshaw,1977,TALL SHIPS,education
Phil Greenwood,1982,PINEWATER,education
Max Feldman,1988,THE NEW YORK STOCK EXCHANGE,education
Jim Napierala,1987,"ABSTRACTION A, B , AND C",education
Jim Napierala,1987,"ABSTRACTION A, B , AND C",education
Larry D'Amico,1985,THE GATE,education
Larry D'Amico,1985,THE GATE,education
David Dunlop,1988,"CONNECTICUT MILL POND I, CONNECTICUT MILL POND II",education
G Siegel,,"""ARTE + A =0"" AND ""KATSURA""",education
Leigh Wiener,1956,"WONDERS OF WAR, EARTHQUAKE SURVIVORS,. . .",education
Fn Lomeo,,JOGGER IN THE SNOW,education
Marjorie Moore,1987,TAILORED TAILS #1,education
John Maxon,1985,COAST LINE,education
David Grubb,,INDIAN SUMMER,education
David Grubb,,INDIAN SUMMER,education
David Grubb,,INDIAN SUMMER,education
Steve Kuzma,1960,RACEHORSE,education
Robert Ferrandini,1990,BLACK GOLD,education
Robert Ferrandini,1988,IN HER WAKE,education
David Dunlop,1988,POOLED IN A LEAF,education
Laurent Veuve,1986,NY NO. 131,education
Samuel Evans,1988,TRAWLER ZELDA,education
Herbert Pinkney,1987,"""PORTAGE""",education
Marjorie Moore,1987,TAILORED TAILS #3,education
Laurent Veuve,1986,NY NO. 7,education
Charles Luce,1985,AIM AT THE ( L)EDGE,education
Nelson Felix,1987,BUS,education
Nelson Felix,1987,BUS,education
Nelson Felix,1987,BUS,education
Jan Cook,,MOUNT ANTHONY,education
Jan Cook,,MOUNT ANTHONY,education
Michael Dicerbo,1982,NIGHT TIDE,education
Nelson Felix,1987,AVOROL,education
Nelson Felix,1987,AVOROL,education
Nelson Felix,1987,AVOROL,education
Fn Evergon,1988,MOTHER AND CHILDREN,education
Frances Valesco,1986,DANCING LIGHTLY,education
Ian Hornak,1973,GEORGIA POND,education
Donna Levinstone,1989,UPSTATE MORNING,education
Donna Levinstone,1989,UPSTATE MORNING,education
Charles Gaines,1980,COLOR REGRESSION # 1 #2  #3,education
Paul Rickert,1985,19TH CENTURY FARMHOUSE,education
Rudy Dengel,,CLOTHES LINE ART SHOW,education
Lorenzo Bonechi,1986,CONVERSAZIONE,education
John Stobert,1988,GEORGETOWN MOONLIGHT ON THE POTOMAC RIVER,education
Raphael Soyer,,GIRL,education
Jane Schoenfeld,1984,STILL LIFE WITH PHONE,education
Jane Schoenfeld,1984,STILL LIFE WITH PHONE,education
Geer Morton,1988,PEAR AND PLATE,education
Geer Morton,1988,CAMILLIA STILL LIFE,education
Geer Morton,1988,STUDY OF JACOB VAN RUISDALE,education
Geer Morton,1988,BOWL ON TABLE,education
Geer Morton,1984,WATER GLASS QUARTET,education
D Cady,1984,SHOSHONE CANYON,education
Kong Baiji,1987,"TWO BEAUTIES, 1 AND 2",education
Masaaki Noda,1981,AMONG THE MOMENTS,education
Nelson Felix,1987,POETA PARADO,education
Nelson Felix,1987,POETA PARADO,education
Nelson Felix,1987,POETA PARADO,education
Samuel Evans,1981,NANTUCKET LIGHTSHIP,education
Hildreth Meiere,1939,TELEPHONE LINEMAN . . .,education
Anne Arnold,1985,THANKSGIVING (EMPIRE STATE),education
Anne Arnold,1985,THANKSGIVING (EMPIRE STATE),education
Comer Jennings,1978,CHAMBERED NAUTILUS,education
Geer Morton,1987,HOUSES OF WEST POINT,education
John Beerman,1985,UNTITLED,education
Ray Kass,1986,CLINTON DISTRICT NYC,education
Roger Hownigan,1988,THE PAVILION III,education
Rebecca Conviser,1989,UNTITLED (CITY LIGHTS II ),education
David Dunlop,1988,OCTOBER CREEK,education
Tom James,1987,THE BEACON,education
Anne Arnold,1983,BOB'S TRAILER,education
Judy Primoff,1982,HOUSE ON THE CLIFF,education
Geer Morton,1988,COFFEE CAN STUDY,education
E Rushnlatt,,GLENSFOOT FARM,education
Isabel Borgatta,,BARBAROSSA,education
Isabel Borgatta,,BARBAROSSA,education
Sylvia Benitez,1999,"OUR GLOBAL LEGACY, CONTINENTAL TREASURES FROM AROUND THE WORLD",education
Philip Foxx,,REFLECTIONS,education
Philip Foxx,,REFLECTIONS,education
Pietro Finelli,1986,HABANA,education
Pietro Finelli,1986,SENZO TITOLO,education
Pietro Finelli,1986,SENZO TITOLO,education
Pietro Finelli,1986,SENZO TITOLO,education
Pietro Finelli,1986,SENZO TITOLO,education
Pietro Finelli,1986,SENZO TITOLO,education
Marjorie Moore,1989,SLEETED HILL,education
Joan Cohen,1987,HONG KONG SKYLINE,education
Fn Evergon,1988,"ALLEGORY ITALY, GERMANY",education
Adam Bartos,1987,JAIPUR MOTORCYCLE,education
Lorie Novak,1983,"1. ""MEMORY""  2. ""THE BARBEQUE""  3. ""MY MOTHER""  4. ""FRAGMENTS""",education
Leo Rubinfein,,SEE NOTES,education
Jim Napierala,1986,DESTINY ROSE,education
David Bierk,1990,AFTER RYDER CONSTANCE,education
Patrick Antonelle,1988,"THE SAN REMO, CENTRAL PARK",education
Rosemary La Colla,1985,CYCLING,education
Susan Hall,1987,DAY'S END,education
Michelle Harvey,1986,FIELD AND STREAM,education
Ken Otsuka,,"""LATE AFTERNOON"" AND ""WATERLILLIES""",education
Christy Rupp,1997,TIME FLIES,education
Christy Rupp,1997,TIME FLIES,education
Christy Rupp,1997,TIME FLIES,education
Fn Chetan,1990,TREASURE OF INDIA,education
Muriel Brennecke,1939,INDIAN BUFFALO DANCE,education
Pietro Finelli,,NELLA LINGUA DI DANTE,education
Pietro Finelli,,NELLA LINGUA DI DANTE,education
Pietro Finelli,1985,STORIE LOMBARDE,education
Pietro Finelli,1985,STORIE LOMBARDE,education
Fn Lomeo,,DUCKS IN WAITING,education
Nancy Chunn,1997,MAPPING QUEENS,education
Jack Hastings,1963,UNTITLED,education
Lorenzo Bonechi,1986,"CARTELLA CONVERSATIONE, CARTELLA GIOCO DELLA PALLA, CARTELLA SAN FRANCISCO",education
Olivia Beens,1992,THE ENVIRONMENT,education
Olivia Beens,1992,THE ENVIRONMENT,education
Olivia Beens,1997,LESSONS IN GEOGRAPHY,education
Fn Caproni Brothers,,"""CHILDREN SINGING""",education
Vadim Chernoff,1936,"""MODERN CIVILIZATION; ART, EDUCATION, SCIENCE, INDUSTRY""",education
Algernon Miller,1977,"""ABSTRACTION""",education
Nancy Dwyer,1995,MULTIPLE CHOICE,education
Helene Manzo,1997,HOMAGE TO HALE WOODRUFF,education
Helene Manzo,1997,HOMAGE TO HALE WOODRUFF,education
Helene Manzo,1997,ANIMALS ALL AROUND,education
Ed Rath,1999,WE ARE THE FUTURE,education
Kabuya Bowens,1995,A WORLD OF SHAPES;  THE LOVE BOAT,education
Charles Sarka,1937,POE'S COTTAGE,education
Jean Paleologue,1937,SUMMER TIME,education
Antonio Martorell,,CHILDREN'S ABC,education
John Audubon,1848,GRIZZLY BEAR,education
Friedreck Beer,1885,WASHINGTON IRVING,education
John Fekner,1999,TRACES,education
John Fekner,1999,TRACES,education
John Fekner,1999,MELODY IN 1'S AND 0'S,education
John Fekner,1999,MELODY IN 1'S AND 0'S,education
Mary Callery,,AMITY,education
Ellen And Allan Wexler,1999,ABSTRACTIONS I.S. 254,education
Ellen And Allan Wexler,1999,ABSTRACTIONS I.S. 254,education
Ellen And Allan Wexler,1999,ABSTRACTIONS I.S. 254,education
Ellen And Allan Wexler,1999,ABSTRACTIONS I.S. 254,education
Ellen And Allan Wexler,1999,ABSTRACTIONS I.S. 254,education
Alison Sky,1999,THRESHOLDS,education
Alison Sky,1999,THRESHOLDS,education
Alison Sky,1999,THRESHOLDS,education
Ed Rath,1999,JUMP ROPE,education
Geoffrey Norman,1936,CULTURAL DEVELOPMENT OF ART IN CIVILIZATION,education
Geoffrey Norman,1936,CULTURAL DEVELOPMENT OF ART IN CIVILIZATION,education
Hans Hofmann,1958,UNTITLED,education
Peter Gourfain,1997,"MODEL FOR ""WE SHALL OVERCOME""",education
Ik-Joong Kang,1996,HAPPY DAYS,education
V Miserendino,1920,T. ROOSEVELT,education
Bing Lee,1996,ONCE UPON A TIME,education
Fn Trimbach,1937,FOREST,education
Louis Lozowick,1934,MANHATTAN BRIDGE,education
Walton Ford,1999,INSIDE - OUT,education
Walton Ford,,INSIDE -OUT (RIGHT),education
Carlos Anderson,1940,FARM YARD,education
Carlos Anderson,,THIRTY MILES UPSTATE,education
Luis Arenal,1937,DISTRIBUTION OF LAND,education
Louis Breslow,1940,FRIDAY ON ORCHARD STREET,education
J. Brewer,1920,ST PAUL'S CATHEDRAL ( THE CHANCEL),education
Henry Brewer,1920,A STREET IN SEVILLE,education
John Curry,1942,OUR GOOD EARTH,education
Isami Doi,1940,ROOF TOPS,education
Isami Doi,1940,ROOF TOPS,education
Gregory Perillo,1982,BLUE SPRUCE (NAVAJO),education
Harold Faye,,UNDER THE BRIDGE,education
Jacob Friedland,,BACKYARDS,education
Riva Helfond,,JOHNNY AT THE BAT,education
Fn Hosui,,LAKE YAMANAKA,education
Rockwell Kent,1933,STARRY NIGHT,education
Claire Mahl,1940,HEAD,education
M. Murphy,1940,HURDY GURDY,education
M. Murphy,1940,HURDY GURDY,education
M. Murphy,1940,FLOWER STUDY,education
John Audubon,1848,"MUSTELA MARTES, LINN.'PINE MARTEN./MALEAN FEMALE WINTER PELAGE.",education
M. Murphy,1940,FISH DAY,education
M. Murphy,1940,FISH DAY,education
Anne Nooney,,WINTER SUN,education
Leonard Pytlak,,4-Jul,education
Edward De Voe,1976,FREEDOM OF LIBERTY,education
Anthony Toney,1975,FREEDOM FOR ALL,education
William Fausett,1976,FREEDOM TO LOVE THE EARTH,education
Walter Hood,1976,FREEDOM FROM WANT,education
Cliff(Ord) Young,1976,FREEDOM OF RELIGION,education
Alton Tobey,1976,FREEDOM TO INVENT,education
Fay Moore,1976,FREEDOM TO COMPETE,education
Mac Raboy,1940,FISHING FOR COINS,education
Dan Rico,1940,THE SEVEN AGES OF MAN,education
Dan Rico,1940,THE SEVEN AGES OF MAN,education
Dan Rico,1940,SUBWAY DRILLERS,education
Julia Rogers,1940,ROPES AND LOBSTER POTS,education
I.J. Sanger,1940,FLOWERS,education
Fn Studio-In-A-School,1996,UNTITLED,education
Holly Zausner,1990,UNTITLED,education
Jeff Joyce,1987,ARDEN,education
Carolana Parloto,1990,"""UNTITLED""",education
Edwin Deming,1907,THE FIRST TREATY OF PEACE MADE BETWEEN...,education
Auguste Gorguet,1926,IN MEMORIAM (AFTER CONFLICT COMES PEACE),education
John Audubon,1848,"SCIURUS NIGRESCENS, BENNETT/ DUSKY SQUIRREL./MALE/ NATURAL SIZE",education
Julius Tanzer,1940,WARD'S ISLAND,education
Albert Webb,1940,THE MOON AND SIXPENCE,education
Oscar Weissbuch,1940,THE CORN CRIB,education
Ted Witonski,1940,THE SEAL OF PAIN,education
Alfredo Ximinez,1940,FRUIT VENDOR,education
Gyula Zilzer,1937,THE ETCHING PRINTER,education
Eli Jacobi,1940,RAIN  (FROM WPA BOOK OF GRAPHICS ACCESSION # 71228),education
Eli Jacobi,1940,STEVE  (FROM WPA BOOK OF GRAPHICS ACCESSION # 71228),education
Eli Jacobi,1940,THE NEW DEAL - PRO & CON  (FROM BOOK OF WPA GRAPHICS ACCESSION # 71228),education
Eli Jacobi,1940,MAXIE'S MOOSE (FROM BOOK OF WPA GRAPHICS ACCESSION # 71228),education
Eli Jacobi,1940,THE GRAND WINDSOR LOBBY (FROM BOOK OF WPA PRINTS ACCESSION # 71228),education
Eli Jacobi,1940,THE GRAND WINDSOR LOUNGE (FROM BOOK OF WPA PRINTS ACCESSION # 71228),education
Janet Zweig,,YOUR VOICES,education
Janet Zweig,,YOUR VOICES,education
Janet Zweig,,YOUR VOICES,education
Ellen And Allan Wexler,1999,DRAWING P.S. 340/ A COORDINATED PLANE PATIO,education
Ellen And Allan Wexler,1999,DRAWING P.S. 340/ A COORDINATED PLANE PATIO,education
Ellen And Allan Wexler,1999,DRAWING P.S. 340/ A COORDINATED PLANE PATIO,education
Joseph Leboit,1937,CHESS PLAYERS,education
Dayton Brandfield,1937,FULTON FISH MARKET,education
David Burke,1937,COUNTRY RAILROAD TRACKS,education
George Constant,1937,THE CREEK,education
James Newell,1938,THE EVOLUTION OF WESTERN CIVILIZATION,education
Carlos Nunez,1999,ARIES TROPICALES,education
Roselle Hartman,,"""FOREST SCENE""",education
Roselle Hartman,,"""FOREST SCENE""",education
Boris Gorelick,1937,"ACCIDENT, STREET SCENE",education
Eliot Lable,1999,PEOPLE IN GEAR,education
B.S. Graen,1937,DOCK SCENE EAST RIVER,education
Teddy Shearer,,PLEASE,education
Beatrice Mandelman,1937,SLATE YARD,education
Joseph Margulies,1937,"SPAN OF DEPOA BAY, OM",education
Joseph Margulies,1937,IN FOG,education
Bernard Steffen,1937,RIVER DRIVE,education
Joseph Delaney,,POLYCHROME FLORAL DUCK WOOD BLOCK PRINT,education
Mina Lowry,1937,SAMPLE SWATCH OF SILK BLOCK PRINTED,education
Harry Wolfson,,EARLY XVIII CENTURY LINEN,education
Ruggiero Pierotti,1937,SMALL MOTIF BLOCK PRINT,education
Marian Curtiss,,XVIII CENTURY LINEN OR COTTON,education
Harry Wolfson,1937,SWATCH OF YARD GOOD PRINTED WITH PORTRAIT OF GEORGE WASHINGTON,education
Mina Lowry,,GLAZED AND PRINTED COTTON ABOUT 1850,education
Winifred Gibbes,,EMPIRE GOWN OF 1810,education
Mina Lowry,,SAMPLE SWATCH OF SILK BLOCK PRINTED,education
Mina Lowry,,SAMPLE SWATCH OF SILK BLOCK PRINTED,education
Ruggiero Pierotti,1937,"PRINTED COTTON, PROBABLY BEFORE MIDDLE OF XIX CENTURY",education
Louis Maldarelli,1937,HEAVY CORN COLORED SILK DRESS OF 1780 -1790,education
Louis Maldarelli,1937,HEAVY CORN COLORED SILK DRESS OF 1780 -1790,education
Dorothy Gerhardt,,DRESS OF 1834 - 40,education
Dorothy Gerhardt,,DRESS OF 1834 - 40,education
Winifred Gibbes,1937,IVORY SATIN WEDDING DRESS OF 1866,education
Winifred Gibbes,1937,IVORY SATIN WEDDING DRESS OF 1866,education
Margaret Concha,,DRESS OF THE FIRST HALF OF THE EIGHTEENTH CENTURY,education
Margaret Concha,,DRESS OF THE FIRST HALF OF THE EIGHTEENTH CENTURY,education
Jean Peszel,1936,LATE 18TH CENTURY GOWN OF BLUE SATIN,education
Jean Peszel,1936,LATE 18TH CENTURY GOWN OF BLUE SATIN,education
Jessie Benge,,DRESS OF CIRCA  1760,education
Theodore Wahl,1936,MIDTOWN TUNNEL CONSTRUCTION,education
Madeline Segall-Marx,1999,CELEBRATION (RICHARD ROTHENBERG MEMORIAL),education
Madeline Segall-Marx,1999,CELEBRATION (RICHARD ROTHENBERG MEMORIAL),education
Madeline Segall-Marx,1999,CELEBRATION (RICHARD ROTHENBERG MEMORIAL),education
Madeline Segall-Marx,1999,CELEBRATION (RICHARD ROTHENBERG MEMORIAL),education
Madeline Segall-Marx,1999,CELEBRATION (RICHARD ROTHENBERG MEMORIAL),education
Madeline Segall-Marx,1999,CELEBRATION (RICHARD ROTHENBERG MEMORIAL),education
Madeline Segall-Marx,1999,CELEBRATION (RICHARD ROTHENBERG MEMORIAL),education
Madeline Segall-Marx,1999,CELEBRATION (RICHARD ROTHENBERG MEMORIAL),education
Madeline Segall-Marx,1999,CELEBRATION (RICHARD ROTHENBERG MEMORIAL),education
Carrie Weems,,"THE SPIRIT OF MIND, BODY AND HEALTH",education
Carrie Weems,,"THE SPIRIT OF MIND, BODY AND HEALTH",education
Beatrice Romano,1940,UNTITLED - HAND BOUND BOOK OF PRINTS,education
Eli Jacobi,1940,BAR AND GRILL (FROM WPA BOOK OF GRAPHICS ACCESSION # 71228),education
Louis Breslow,1940,HERE COMES THE PARADE,education
Louis Breslow,1940,HERE COMES THE PARADE,education
Ann De Kohary,,HUDSON STREET,education
Riva Helfond,,NO. 6 COLLIERY,education
Nat Lowell,1940,RIDING HIGH,education
Samuel Margolies,1940,FLOODLIGHTS,education
Samuel Margolies,1940,FLOODLIGHTS,education
Elizabeth Olds,1931,STEEL'S KITCHEN GARDEN,education
Lee Rosen,1959,UNTITLED,education
Ami Shamir,1985,ENVIRONMENTAL SCULPTURE,education
Domenico Mortellito,1975,GIFT OF FREEDOM,education
Kathe Kollwitz,,WOMAN'S HEAD,education
Edgar Degas,,DANSEUSE,education
Joseph Margulies,,ABSORBED IN STUDY,education
Mary Cassatt,,MOTHER AND SEATED CHILD,education
Marion Greenwood,,REVERIE,education
Frederic Taubes,,OLYMPIA (FEMALE HEAD),education
Berthe Morisot,,FILLE DE DOS,education
Rauol Dufy,,LA BELLE ENFANT,education
Joseph Hirsch,,MAN WITH LOGS,education
Chaim Gross,1962,IN FRONT OF THE ARK,education
Rembrandt Van Rijn,1641,THE ANGEL DEPARTING FROM THE FAMILY OF TOBIAS,education
Giovanni Tiepolo,1740,SOLDIER ABOUT TO MOUNT HIS HORSE (FROM VARI CAPRICCI),education
Aida Uhedon,1986,SWING IT,education
Florrie Gotlib,1986,? OF IN THE BEGINING,education
S Oppenheimer,1965,PRINCIPAL WILLIAM PABST,education
F Wallace,,PORTRAIT OF PRINCIPAL,education
Annie Malmud,1958,HENRIETTA SZOLD,education
Edward Laning,1955,"WOODROW WILSON, ANDREW JACKSON",education
Lev Landau,1940,ST. JOHN STREET,education
Philip Foxx,,GEMINI,education
Ben Berm,1938,THE FISHERMAN,education
Masaaki Noda,1982,PASSAGE,education
Edward Child,1936,"""GILBERT S. BLAKELY PRINCIPAL 1913-1925",education
Joanne Bleach,1983,MAGIC KINGDOM,education
James Newell,1937,"""HENRY L. NORR PRINCIPAL 1925-1934""",education
Ruth Sihan,1940,PSYCHOSIS - TWO NAPOLEANS AND A JOSEPHINE,education
Sol Wilson,1937,FISHERMAN ON WHARF,education
Pietro Finelli,1986,VIAGGIATORE INCANTO,education
Job Goodman,,SPIRIT OF MODERN CIVILIZATION,education
Michael Dubina,1990,UNTITLED,education
Susan Hambleton,1986,DESERT MOVE II,education
Stanley Meltzoff,1987,BLUE FIN POPPING BABY PORCUPINE PUFFERS,education
Stanley Meltzoff,1987,BLACK MARLIN AND WAHOO,education
Stanley Meltzoff,1987,SAILFISH #22,education
Klaus Kammerichs,1972,TELEPHONE,education
Albert Goodspeed,1976,FREEDOM FROM FEAR OF ILLNESS,education
Helen Treadwell,,FREEDOM FOR PROGRESS,education
Helen Treadwell,,FREEDOM FOR PROGRESS,education
John Manship,1975,FREEDOM TO GO WHERE ONE PLEASES,education
John Manship,1975,FREEDOM TO GO WHERE ONE PLEASES,education
Lloyd Goff,,"FREEDOM OF THE AIR, EARTH AND SEA",education
Joan Altabe,,FREEDOM FOR RELIGION,education
Ingo Swann,1976,THE GIFT OF FREEDOM,education
Ingo Swann,1976,THE GIFT OF FREEDOM,education
Frank Mason,1976,FREEDOM OF ARTISTIC EXPRESSION,education
Jacques Maloubier,1976,FREEDOM TO LOVE THE BEAUTY OF THE EARTH,education
Jacques Maloubier,1976,FREEDOM TO LOVE THE BEAUTY OF THE EARTH,education
Lumen Winter,,LIFE IS A LABOR & ODE TO AUDUBON,education
Buell Mullen,1976,FREEDOM OF THE FUTURE IN SPACE,education
Buell Mullen,1976,FREEDOM OF THE FUTURE IN SPACE,education
William Williamson,,FREEDOM OF ARTISTIC EXPRESSION,education
William Williamson,,FREEDOM OF ARTISTIC EXPRESSION,education
Elizabeth Case,1975,FREEDOM TO BEAR ARMS,education
Martin Wong,1994,MISS LIBERTY FACE MAQUETTE,education
Joseph Margulies,1937,FRENCH CELLIST,education
Katherine Porter,1986,UNTITLED,education
Judy Pfaff,1986,SQUASH,education
Reuben Nakian,1983,LEDA AND THE SWAN,education
Lee Bontecou,1986,UNTITLED,education
Steve Poleskie,1978,AEROBATIC SKY ART PROJECT FOR SUNY PURCHASE,education
Jackie Ferrara,1986,UNTITLED,education
Rafael Ferrer,1984,UNTITLED,education
Lester Johnson,1984,GOLD SERIES 3,education
Leon Golub,1984,THE BRANK,education
Gregory Gillespie,1984,SELF PORTRAIT,education
George Mcneil,1986,UNTITLED,education
Mary Frank,1983,UNTITLED,education
Richard Bosman,1983,UNTITLED,education
Robert Owen,1937,"""FOREST PATH""",education
Harris Rodvogin,1937,CONSTITUTION #2,education
Kazuma Oshita,1999,THE OPENING,education
Kazuma Oshita,1999,THE OPENING,education
Kazuma Oshita,1999,THE OPENING,education
Kazuma Oshita,1999,THE OPENING,education
Kazuma Oshita,1999,WOODSIDE STORY,education
Kazuma Oshita,1999,WOODSIDE STORY,education
Kazuma Oshita,1999,WOODSIDE STORY,education
Kazuma Oshita,1999,WOODSIDE STORY,education
Herman Simms,1939,"CHILDREN IN VOCATIONAL ACTIVITIES, CHILDREN AT PLAY",education
Herman Simms,1939,"CHILDREN IN VOCATIONAL ACTIVITIES, CHILDREN AT PLAY",education
Julia Rogers,1940,SHIPS GRAVEYARD,education
Bernard Schardt,1940,KENTUCKY CABIN,education
Bernard Schardt,1940,KENTUCKY CABIN,education
Oscar Weissbuch,1940,LONG ISLAND LANDSCAPE,education
Oscar Weissbuch,1940,LONG ISLAND LANDSCAPE,education
Ida Abelman,1937,PEEKSKILL WATERFRONT,education
Ida Abelman,1937,PEEKSKILL WATERFRONT,education
Ida Abelman,1937,STREET PATTERNS,education
Carlos Anderson,1938,HOLIDAY TRAVELERS,education
Sarah Berman,1936,CLOWNS,education
Mortimer Bourne,1937,LOWER FULTON STREET,education
Dayton Brandfield,1937,CLOWN ON UNICYCLE,education
Ruth Chaney,1937,NIGHT SCENE,education
Abraham Lishinsky,1937,MAJOR INFLUENCES IN CIVILIZATION,education
George Constant,1937,FROM THE BALCONY,education
Harry Sternberg,1937,NIGHT FLIGHT,education
George Constant,1938,"STILL LIFE WITH PEARS, BOWL AND CLOTH",education
Benjamin Knotts,1934,"""DECORATIVE MAPS""",education
George Constant,1937,WHEN WE WERE VERY YOUNG,education
Ann De Kohary,1938,"""L"" STATION WAITING ROOM",education
Harold Faye,1937,SPUYTEN DUYVIL,education
Harold Faye,1937,JERSEY LOCOMOTIVE,education
David Feinstein,1937,THE BOSS,education
Aline Fruhauf,1937,THE BEACH,education
Hendryk Glintenkamp,1934,DAILY WORKER,education
Minnetta Good,1937,STILL LIFE,education
Charles Davis,1939,WORLD PROGRESS IN WRITTEN AND PRINTED ARTS,education
Eli Jacobi,1940,ALL NIGHT MISSION (FROM BOOK OF WPA GRAPHICS ACCESSION # 71228),education
Harry Gottlieb,1937,SKATING ON ROUNDOUT CREEK,education
Blanche Grambs,1937,MILL,education
John Heines,1937,CORSICAN HILLSIDE,education
Riva Helfond,1938,JOHNNY AT THE BAT,education
Riva Helfond,,BARGES ON CANAL,education
William Hicks,1937,HIGH SCHOOL SENIOR,education
Benito Hoffman,1937,WATERFRONT,education
R Livingston,1937,GEORGE WASHINGTON,education
Joseph Leboit,1937,LAUNDRY,education
Nat Lowell,1937,MAN ON PULLEY,education
Louis Lozowick,1936,SUBWAY STATION,education
Thomas Cole,1940,ABRAHAM LINCOLN,education
Raymond Skolfield,1936,THE CITY,education
Elizabeth Olds,1938,BICYCLE RACE,education
Louis Lozowick,1934,FIRST AVENUE MARKET,education
Louis Lozowick,1939,O HIGGINS' TEAM,education
Beatrice Mandelman,1938,THE WHITE CHURCH,education
Samuel Margolies,,BOATHOUSE,education
Jack Markow,1937,BRINGING IN THE FISH,education
Claire Mahl,1937,TRANSPORTATION,education
R. Muller,1930,HAAREN HIGH SCHOOL ART ROOM,education
R. Muller,1930,HAAREN HIGH SCHOOL ART ROOM,education
M. Murphy,1937,BOAT HOUSE,education
Anne Nooney,1938,"TWILIGHT BROWNSVILLE, NYC",education
Anne Nooney,1937,BROOKLYN STREET,education
Elizabeth Olds,1936,RHYTHM BAND WPA,education
Rosa Rush,,TREE TRUNKS,education
Harry Shokler,1937,COUNTRY FIRE HOUSE,education
? Schwartz,,HOCKEY PLAYERS,education
Raymond Skolfield,1936,THE SEA LIONS POOL,education
Raphael Soyer,1937,WORKING GIRLS GOING HOME,education
Agnes Tait,1936,MY DOORSTEP,education
Chuzo Tamotzu,1937,HORSE AND WAGON,education
Joseph Vogel,1937,ANOTHER DAY,education
Hyman Warsager,,INDUSTRIAL SCENE,education
Albert Webb,1937,UNTITLED,education
Ted Witonski,1937,ALEX'S HOUSE,education
Gyula Zilzer,1936,CONNECTICUT WATERFRONT,education
Mildred Williams,,WINTER CENTRAL PARK,education
Richard Fuller,,SHANNON WORLD CLOCK,education
Richard Fuller,,SHANNON WORLD CLOCK,education
Richard Fuller,,SHANNON WORLD CLOCK,education
Antonio Martorell,1994,"CHILDREN'S ALPHABET - THE LETTER ""Y""",education
Alexsandra Kasuba,1964,GROWTH OF HUMAN ACHIEVEMENTS,education
Russel Speakman,1937,SEASONS OF THE YEAR,education
Brinsley Tyrrell,,HALL OF FAME,education
Brinsley Tyrrell,,HALL OF FAME,education
Brinsley Tyrrell,,HALL OF FAME,education
Gyula Zilzer,1936,FISHING VILLAGE CLINTON CONN.,education
Jack Lubin,1969,UNTITLED,education
Allan Hermes,,"""FRANKLIN KNIGHT LANE, SECRETARY OF THE INTERIOR 1913-1915""",education
Fn Zucker,1935,"""PREHISTORIC MURAL""",education
Gilmer Petroff,1939,THE BRITTON COTTAGE,education
Gilmer Petroff,1939,THE PERINE HOUSE,education
Florence Lundborg,1926,"""GARDEN OF INSPIRATION""",education
Murray Reich,,QUARTET FOR THALO GREEN,education
Murray Reich,,UNTITLED,education
Fn Wright,1968,BUST OF MARY MCLEOD BETHUNE,education
Fn Wright,1968,BUST OF MARY MCLEOD BETHUNE,education
Sam Minsky,,A.P. CHRISTINE LIEZ,education
George Ortman,1968,WINDOWS,education
George Ortman,1968,WINDOWS,education
George Ortman,1968,WINDOWS,education
Allan Hermes,1937,"""CHARLES E. SPRINGMEYER PRINCIPAL OF FRANKLIN K. LANE HIGH SCHOOL 1923-1948",education
Ben Clements,1964,"""HARRY EISNER PRINCIPAL OF FRANKILIN LANE HIGH SCHOOL 1948-1962""",education
Fn Sussman,1941,BRICK WORK INTERIOR,education
Edwin Child,1915,RUPERT P. THOMAS,education
Valerie Maynard,2000,LOVE AND GUIDE THE CHILDREN,education
Valerie Maynard,2000,LOVE AND GUIDE THE CHILDREN,education
Mabel Dwight,1937,CLIFFS BY THE SEA,education
Ruth Gikow,,TWO DANCERS AND A HORSE,education
George Constant,1937,GEORGE WASHINGTON BRIDGE,education
Alfredo Ximinez,1937,THE OX WAGON MEXICO,education
Blandon Campbell,1937,DRAWING WATER ON THE FARM,education
Elizabeth Olds,,HARLEM MUSICIANS,education
Dan Rico,1940,EVENING MEAL,education
Oscar Weissbuch,1940,FIELDS IN SPRING,education
