artist,date,title,source,percent funded?
NULL NULL,1976,Father Capodanno Memorial,public,
NULL NULL,1976,Haym Salomon,public,
NULL NULL,1976,Jerusalem Grove Marker,public,
NULL NULL,1976,Joseph Lisa,public,
NULL NULL,1976,Sunnyside Memorial,public,
Richard Hunt,1976,Harlem Hybrid,public,
Anneta Duveen,1977,Cornelius Heeney,public,
NULL NULL,1977,Baker Monument,public,
NULL NULL,1977,Netanyahu Memorial,public,
Louise Nevelson,1978,Shadows and Flags,public,
Milton Hebald,1978,Romeo and Juliet,public,
Nicola Arrighini,1978,Juan Pablo Duarte,public,
Douglas Abdell,1979,Eaphae-Aekyad #2,public,
Douglas Abdell,1979,Kryeti-Aekyad #2,public,
Rafael Ferrer,1979,Puerto Rican Sun,public,
Daniel LaRue Johnson,1980,Peace Form One,public,
Milton Hebald,1980,Richard Tucker,public,
NULL NULL,1980,John Paul Jones Memorial Flagstaff,public,
NULL NULL,1980,William F. Moore Memorial,public,
Seena Donneson,1980,Icon II,public,
Ann Evans,1981,Rockaway Mosaic,public,
NULL NULL,1981,Civil Engineers Plaque,public,
NULL NULL,1981,Phillip Mazzei Flagstaff,public,
NULL NULL,1982,Francis Makemie,public,
NULL NULL,1982,Margaret Corbin,public,
NULL NULL,1982,Norwegian Veterans Monument,public,
NULL NULL,1982,Raoul Wallenberg Marker,public,
Robert Pugh,1982,Reverend Benjamin J. Lowry,public,
Luis Sanguino,1983,The Immigrants,public,
NULL NULL,1983,Florence Gallagher,public,
NULL NULL,1983,Gravesend Veterans Memorial,public,
NULL NULL,1983,Ilse Metzger,public,
NULL NULL,1983,Sheridan Square Viewing Garden Plaque,public,
Todd Williams,1983,Untitled Stainless Steel Sculpture,public,
Ned Smyth,1984,Firefighting Mosaic,public,
Peter Chinni,1984,Face to Face,public,
Amy Davidson,1985,Frank D. Paulo,public,
Francoise Schein,1985,Subway Map Floating on a New York Sidewalk,public,
Jorge Rodriguez,1985,Growth,public,yes
NULL NULL,1985,Imagine,public,
William Fellows,1985,Vietnam Memorial,public,
Kantilal Patel,1986,Mohandas Gandhi,public,
Keith Haring,1986,Crack Is Wack,public,
NULL NULL,1986,Pete McArdle,public,
David Saunders,1987,Seat,public,
Jose Luis Zorilla de San Martin,1987,General José Artigas,public,
Keith Haring,1987,Carmine Street Pool Mural,public,
Natan Rapoport,1987,Job,public,
NULL NULL,1987,Line of Defense,public,
NULL NULL,1987,Sergeant Joseph E. Schaefer Memorial,public,
Robert Adzema,1987,Winged Shadows,public,
Eileen Barry,1989,Rockaway Women Veterans Monument,public,
NULL NULL,1989,Antonio Meucci Memorial,public,
NULL NULL,1989,Doris C. Freedman Plaza,public,
Richard Haas,1989,Immigration on the Lower East Side,public,yes
Richard Haas,1989,The Judgment of Pao Kung,public,yes
Richard Haas,1989,The Judgment of Solomon,public,yes
Valerie Jaudon,1989,Reunion,public,yes
Harriet Feigenbaum,1990,Memorial to the Victims of the Injustice of the Holocaust,public,yes
NULL NULL,1990,Bayard Rustin,public,
NULL NULL,1990,Garibaldi Marker,public,
Paul Manship,1990,Group of Bears,public,
Stanislaw Lutostanski,1990,Father Jerzy Popieluszko Monument,public,
Stephen Antonakos,1990,Neon for the 59th Street Marine Transfer Station,public,yes
Thea Tewi,1990,Cactus Couple,public,
Dolly Perutz,1991,Bird Flying Machine,public,
Mac Adams,1991,New York Korean War Veterans Memorial,public,
Marisol Escobar,1991,American Merchant Mariners Memorial,public,
NULL NULL,1991,Broad Channel Memorial Park Flagstaff,public,
NULL NULL,1991,Crime Victims Memorial,public,
NULL NULL,1991,Private Frederick Staats,public,
Stanislaw Lutostanski,1991,Harold W. Cohn,public,
Albert Benevento,1992,Frederick E. Samuel,public,
Alice Aycock,1992,Roof Sculpture for 107th Police Precinct,public,yes
Chaim Gross,1992,The Family,public,
George Segal,1992,Gay Liberation,public,
Jo Davidson,1992,Gertrude Stein,public,
Kit-Yin Snyder,1992,Judgment,public,yes
NULL NULL,1992,"Bill ""Bojangles"" Robinson Mural",public,
NULL NULL,1992,Bowling Green Fountain,public,
NULL NULL,1992,Brooklyn Korean War Veterans Plaza,public,
NULL NULL,1992,"John Vincent Daniels, Jr.",public,
NULL NULL,1992,Midland Beach War Memorial,public,
Anthony Frudakis,1993,Socrates,public,
Bob Cassilly,1993,Hippopotamus Fountain,public,
Mags Harries,1993,Topiary: A Twenty Year Project,public,yes
NULL NULL,1993,Andrew Heiskell Plaza,public,
NULL NULL,1993,Joseph Manna,public,
Toshio Sasaki,1993,First Symphony of the Sea,public,
David Saunders,1994,Fire hat,public,
Jesus Dominguez,1994,Fred Lebow,public,
Neil Estern,1994,Fiorello H. La Guardia,public,
NULL NULL,1994,Anthony R. Gaeta Memorial,public,
NULL NULL,1994,Lt. Nick Lia Memorial,public,
NULL NULL,1994,Police Officer Jose A. Perez,public,
Ogundipe Fayomi,1994,Dr. Ronald McNair,public,yes
Robert Adzema,1994,Sundial,public,
Scott Burton,1994,Design Team Project,public,yes
Alice Aycock,1995,East River Roundabout,public,
Ann Marie McDonnell,1995,A Bird Named Goldilocks,public,
Bradford Greene,1995,Gretta Moulton Gate,public,
Jose Velasquez,1995,Happy Land Memorial,public,
L. Brower Hatcher,1995,El Arbol de Esperanza,public,yes
Matt Mullican,1995,Etched Granite Pavement,public,yes
Melvin Edwards,1995,Tomorrow's Wind,public,yes
NULL NULL,1995,Lady Deborah Moody Memorial Plaque,public,
NULL NULL,1995,Luis R. Lopez Memorial Flagstaff,public,
NULL NULL,1995,"Private Joseph F. Merrell, Jr.",public,
Rolando Briseno,1995,Family Library Table,public,yes
Scott LoBaido,1995,Lieutenant George W. Lener Memorial,public,
Susumo Shingu,1995,Dialogue with the Sun,public,yes
Amanda Jaffe,1996,South American Tropical Forest and African Savannah,public,yes
Anthony Frudakis,1996,Doric Columns,public,
Augustus Saint-Gaudens,1996,Henry W. Maxwell Memorial (replica),public,
Howard McCalebb,1996,Little Dances,public,yes
Michael Browne,1996,Tortoise and Hare,public,
Ned Smyth,1996,Wave Wall in Green,public,yes
NULL NULL,1996,Commodore John Barry,public,
NULL NULL,1996,Emilio Barbosa,public,
NULL NULL,1996,Frank and Constantine Busso,public,
NULL NULL,1996,Korean War Veterans Memorial,public,
Penelope Jencks,1996,Eleanor Roosevelt Memorial,public,
Andrea Blum,1997,East 107th Street Recreational Pier,public,yes
Charles Searles,1997,Freedom's Gate,public,yes
Christian Zimmerman,1997,Dragon Fountain,public,
Ivan Mestrovic,1997,Antonin Dvorak,public,
NULL NULL,1997,Holocaust Memorial Mall,public,
Otto Neals,1997,Peter & Willie,public,
Robert Graham,1997,Duke Ellington Memorial,public,
Willie Birch,1997,"If You Don't Know Where You Come From, How Do You Know Where You Are Going?",public,yes
Gustav Kraitz,1998,Raoul Wallenberg Monument,public,
Milo Mottola,1998,The Totally Kid Carousel,public,yes
NULL NULL,1998,"Louis Valentino, Jr.",public,
Spiro Goggakis,1998,Athena,public,
Steven Dickey,1998,Fountain of the Dolphins,public,
Li Wei-Si,1999,Lin Ze Xu,public,
Philip Johnson,1999,Time Sculpture,public,
Elizabeth Turk,2000,New York City Sewer Covers,public,yes
Eric Fischl,2000,Soul In Flight: Arthur Ashe Memorial,public,
Lorenzo Pace,2000,Triumph of the Human Spirit,public,yes
Mierle Landerman Ukeles,2000,Honor 2000,public,yes
NULL NULL,2000,Foley Square Medallions,public,
Santiago Calatrava,2000,The New York Times Capsule,public,
Thomas Cleveland,2000,Bound Hands Rising Free,public,
Wopo Holup,2000,River That Flows Two Ways,public,
Carl Cheng,2001,Community Island Pond,public,
Carl Cheng,2001,Shadow Garden,public,yes
Jackie Ferrara,2001,Flushing Bay Promenade Pavement,public,
NULL NULL,2001,Battle of the Bulge,public,
Tim Rollins,2001,Achilles and Odysseus,public,yes
Claudia DeMonte,2002,The Wheel of Justice,public,
Gregg LeFevre,2002,Union Square Park Labor & History Plaques,public,
NULL NULL,2002,Brooklyn Wall of Remembrance,public,
NULL NULL,2002,Irish Hunger Monument,public,
NULL NULL,2002,Matthew J. Buono Memorial Fountain,public,
NULL NULL,2002,Vietnam Memorial,public,
Beatrice Coron,2003,Working in the Same Direction,public,
Elizabeth Catlett,2003,Ralph Ellison Memorial,public,
Sivert Lindblom,2003,Nobel Monument,public,
Albino Manca,2004,John N. LaCorte,public,
Jane Greengold,2004,Best on the Beach,public,yes
Masayuki Sono,2004,Postcards,public,
Ming Fay,2004,Goldenrain Corners,public,
Moises Cabrera Orozco,2004,Benito Juarez,public,
NULL NULL,2004,Ten Heroes Plaza flagstaff,public,
Malcolm Cochran,2005,Private Passage,public,yes
NULL NULL,2005,Hillcrest Post No. 1078 of the American Legion,public,
Robert Ressler,2005,Beacon,public,
Tom Otterness,2005,Amorphophallus Titanum,public,
William Behrends,2005,Jackie Robinson and Pee Wee Reese Monument,public,
Bryan Hunt,2006,Coenties Ship,public,
Freddy Rodriguez,2006,Flight 587 Memorial,public,
NULL NULL,2006,369th Infantry Regiment Memorial,public,
Cai Guo-Qiang,2007,One Stone,public,yes
George Trakas,2007,Waterfront Nature Walk,public,yes
Julian LaVerdiere,2007,Sentinel Lanterns,public,yes
NULL NULL,2007,Third Water Tunnel Workers Memorial,public,
NULL NULL,2007,Wall Street Fountain,public,
Steve Foust,2007,Python,public,yes
Tom Otterness,2007,Large Coqui,public,
Toshio Sasaki,2007,Diagonal Sonata,public,yes
William Crozier,2007,Korean War Memorial,public,
Alison Saar,2008,Harriet Tubman Memorial,public,yes
George Tsaras,2008,Aristotle,public,
Ken Hiratsuka,2008,25 Bond Street,public,
Sol LeWitt,2008,Wall Drawing #1252: Scribbles for Pier 88,public,yes
Elyn Zimmerman,2009,Canal Waterworks,public,
Gustav Kraitz,2009,Close Contact,public,
Jim Conti,2009,core,public,yes
Linnaea Tillett,2009,This Way,public,
Nari Ward,2009,Voice ,public,yes
Nari Ward,2009,Voice II,public,
Nari Ward,2009,Voice IV,public,
Samm Kunce,2009,Cross-Section,public,yes
Simon Verity,2010,Castello Plan,public,
Vito Acconci,2010,Edge of the Plant/Edge of the Neighborhood,public,yes
Algernon Miller,2011,Frederick Douglass Memorial,public,
Gabriel Koren,2011,Frederick Douglass Memorial,public,yes
Chakaia Booker,2012,Sugar in My Bowl II,public,yes
Mary Miss,2012,The Passage: A Moving Memorial,public,
Nobuho Nagasawa,2012,Timecast,public,
Ellen Harvey,2013,Mathematical Star,public,
Alison Sky,2014,Bronx Archway,public,
Carter Jones,2014,Lieutenant Joseph Petrosino,public,
Richard Artschwager,2014,Inside Out,public,yes
Tom Joyce,2014,Two To One,public,
Chris Vilardi,2015,Sophocles,public,
Ester Partegàs,2015,The Source,public,
Karyn Olivier,2015,Tetherball Monument,public,
Xu Bing,2015,Writings at Helin Temple,public,
Jenny Holzer,2016,New York City AIDS Memorial,public,
Lina Viste Gronli,2016,Peace Clock,public,yes
Mary Temple,2016,Double Sun,public,
NULL NULL,2016,Shirley Chisholm Plaque,public,
Ohad Meromi,2016,Sunbather,public,yes
Austin Thomas,2017,Plaza Perch,public,
Brian Tolle,2017,Pageant,public,
Masayuki Sono,2017,9/11 First Responders Memorial,public,
Matthew Geller,2017,I Ought to,public,
Tamás Nagy,2017,Memorial to the 1956 Hungarian Revolution,public,
Nobuho Nagasawa,2018,Luminescence,public,
Lu Chun-Hsiung,2019,Dr. Sun Yat Sen,public,
Melissa Calderon,2019,Para Roberto,public,
Meredith Bergmann,2020,Women's Rights Pioneers Monument,public,
NULL NULL,,Broad Channel Memorial Park Plaque,public,
NULL NULL,,City Island World War Memorial,public,
NULL NULL,,Corporal Robert Gray Tree Marker,public,
NULL NULL,,Flanders Field Flagstaff,public,
NULL NULL,,Garden of Meditation,public,
NULL NULL,,Gill and Bloom Plaques,public,
NULL NULL,,Livingston Honor Roll,public,
NULL NULL,,Neptune Fountain,public,
NULL NULL,,New Dorp World War I Memorial,public,
NULL NULL,,Port Authority World War II Honor Roll,public,
NULL NULL,,Underground Railway Excavation Tablet,public,
