artist,date,title,source,percent funded?
NULL NULL,1944,Ukrainian-American Flagstaff,public,
NULL NULL,1945,East Side Post 868 American Legion Flagstaff,public,
NULL NULL,1946,Father Demo Square Memorial Flagpole,public,
NULL NULL,1946,Metropolitan Life Insurance Company Memorial,public,
NULL NULL,1947,American Memorial to Six Million Jews of Europe,public,
NULL NULL,1947,Concord World War II Memorial,public,
NULL NULL,1947,Liberty Avenue War Memorial,public,
NULL NULL,1947,McCarren Park World War II Flagstaff,public,
NULL NULL,1948,Belle Harbor Memorial Circle,public,
NULL NULL,1948,Colonel David Marcus Memorial Playground Plaque,public,
NULL NULL,1948,The Isaiah Wall,public,
NULL NULL,1949,Sheila Kay Marks,public,
NULL NULL,1949,J. Otis Swift,public,
NULL NULL,1949,Peter Chappetto Flagstaff,public,
NULL NULL,1949,Queens Village-Bellerose Memorial,public,
NULL NULL,1949,Van Cortlandt Memorial Grove (39 tablets),public,
NULL NULL,1950,Marine Memorial,public,
NULL NULL,1950,Alfred J. Kennedy Memorial Flagstaff,public,
NULL NULL,1950,Chaplains Memorial,public,
NULL NULL,1950,Jamaica Estates,public,
NULL NULL,1950,Private David W. Gentle,public,
NULL NULL,1951,Cespino-Russo Post Plaque,public,
NULL NULL,1951,Sergeant Edward R. Miller,public,
NULL NULL,1952,Claremont Inn Marker,public,
NULL NULL,1952,Salvation Army Monument,public,
NULL NULL,1953,New Brighton War Memorial,public,
NULL NULL,1953,Annadale Memorial,public,
NULL NULL,1953,Armed Forces Plaque,public,
NULL NULL,1953,Emily Warren Roebling Memorial Tablet,public,
NULL NULL,1953,Gus Stanley,public,
NULL NULL,1954,Father Duffy D.S.C. Post 54 Flagstaffs (east),public,
NULL NULL,1954,Father Duffy D.S.C. Post 54 Flagstaffs (west),public,
NULL NULL,1954,Grand Street Boys War Tablet,public,
NULL NULL,1954,Greenpoint World War II Memorial,public,
NULL NULL,1954,Shorakkopoch Rock,public,
NULL NULL,1955,Emma Lazarus,public,
NULL NULL,1955,Richard Saunders Scott,public,
NULL NULL,1955,Robert Skirving Pirie,public,
NULL NULL,1956,Frank S. Hackett,public,
NULL NULL,1956,Genevieve Beavers Earle,public,
NULL NULL,1957,Overseas Service League Flagstaff,public,
NULL NULL,1957,Robert R. Pellicane,public,
NULL NULL,1958,Egbert Memorial,public,
NULL NULL,1960,Glover's Rock,public,
NULL NULL,1960,Japanese Tori,public,
NULL NULL,1960,Peter Caesar Alberti,public,
NULL NULL,1961,Battle of Harlem Heights Marker,public,
NULL NULL,1961,Knights of Pythias Memorial,public,
NULL NULL,1961,Robert F. Wagner,public,
NULL NULL,1962,Carmine Liotti and Lloyd Ikefugi,public,
NULL NULL,1962,Kimlau War Memorial,public,
NULL NULL,1962,"Richard C. Patterson, Jr.",public,
NULL NULL,1963,John F. Kennedy Memorial Tree marker,public,
NULL NULL,1963,Wave Hill Landmarks Plaque,public,
NULL NULL,1964,Column of Jerash,public,
NULL NULL,1964,Bowling Green Fence Plaque,public,
NULL NULL,1964,Charles Revson Fountain,public,
NULL NULL,1964,Unisphere Tablets (4),public,
NULL NULL,1964,Vatican Memorial Exedra,public,
NULL NULL,1965,Susan E. Wagner,public,
NULL NULL,1965,Bartel-Pritchard Circle War Memorial,public,
NULL NULL,1965,John Cashmore Marker,public,
NULL NULL,1965,World's Fair Time Capsule Marker,public,
NULL NULL,1966,Neumann-Goldman,public,
NULL NULL,1967,Amiable Child Memorial,public,
NULL NULL,1968,Michael J. Leonard Memorial Plaza,public,
NULL NULL,1968,Oscar Comras Mall,public,
NULL NULL,1968,Reverend Matthew J. Crosson,public,
NULL NULL,1969,Louie Stern Memorial,public,
NULL NULL,1970,Coffey Square,public,
NULL NULL,1970,Lilac Walk marker,public,
NULL NULL,1971,Argonne-Marine Memorial Oval Marker,public,
NULL NULL,1971,Wave Hill National Parks Service Tablet,public,
NULL NULL,1971,Woodside Memorial,public,
NULL NULL,1972,Freedom Tree Marker,public,
NULL NULL,1972,Weeping Beech Tree Landmark Plaque,public,
NULL NULL,1973,Arthur Ross Pinetum marker,public,
NULL NULL,1973,Freedom Tree Marker,public,
NULL NULL,1974,Debs Myers Memorial,public,
NULL NULL,1974,Monsignor Joseph A. McCaffrey,public,
NULL NULL,1974,Monsignor Joseph A. McCaffrey,public,
NULL NULL,1975,Frank J. McManus,public,
NULL NULL,1975,Gene Farmer,public,
NULL NULL,1975,Rockaway Veterans Memorial Tree Markers,public,
NULL NULL,1976,Father Capodanno Memorial,public,
NULL NULL,1976,Haym Salomon,public,
NULL NULL,1976,Jerusalem Grove Marker,public,
NULL NULL,1976,Joseph Lisa,public,
NULL NULL,1976,Sunnyside Memorial,public,
NULL NULL,1977,Baker Monument,public,
NULL NULL,1977,Netanyahu Memorial,public,
NULL NULL,1980,John Paul Jones Memorial Flagstaff,public,
NULL NULL,1980,William F. Moore Memorial,public,
NULL NULL,1981,Civil Engineers Plaque,public,
NULL NULL,1981,Phillip Mazzei Flagstaff,public,
NULL NULL,1982,Francis Makemie,public,
NULL NULL,1982,Margaret Corbin,public,
NULL NULL,1982,Norwegian Veterans Monument,public,
NULL NULL,1982,Raoul Wallenberg Marker,public,
NULL NULL,1983,Florence Gallagher,public,
NULL NULL,1983,Gravesend Veterans Memorial,public,
NULL NULL,1983,Ilse Metzger,public,
NULL NULL,1983,Sheridan Square Viewing Garden Plaque,public,
NULL NULL,1985,Imagine,public,
NULL NULL,1986,Pete McArdle,public,
NULL NULL,1987,Line of Defense,public,
NULL NULL,1987,Sergeant Joseph E. Schaefer Memorial,public,
NULL NULL,1989,Antonio Meucci Memorial,public,
NULL NULL,1989,Doris C. Freedman Plaza,public,
NULL NULL,1990,Bayard Rustin,public,
NULL NULL,1990,Garibaldi Marker,public,
NULL NULL,1991,Broad Channel Memorial Park Flagstaff,public,
NULL NULL,1991,Crime Victims Memorial,public,
NULL NULL,1991,Private Frederick Staats,public,
NULL NULL,1992,"Bill ""Bojangles"" Robinson Mural",public,
NULL NULL,1992,Bowling Green Fountain,public,
NULL NULL,1992,Brooklyn Korean War Veterans Plaza,public,
NULL NULL,1992,"John Vincent Daniels, Jr.",public,
NULL NULL,1992,Midland Beach War Memorial,public,
NULL NULL,1993,Andrew Heiskell Plaza,public,
NULL NULL,1993,Joseph Manna,public,
NULL NULL,1994,Anthony R. Gaeta Memorial,public,
NULL NULL,1994,Lt. Nick Lia Memorial,public,
NULL NULL,1994,Police Officer Jose A. Perez,public,
NULL NULL,1995,Lady Deborah Moody Memorial Plaque,public,
NULL NULL,1995,Luis R. Lopez Memorial Flagstaff,public,
NULL NULL,1995,"Private Joseph F. Merrell, Jr.",public,
NULL NULL,1996,Commodore John Barry,public,
NULL NULL,1996,Emilio Barbosa,public,
NULL NULL,1996,Frank and Constantine Busso,public,
NULL NULL,1996,Korean War Veterans Memorial,public,
NULL NULL,1997,Holocaust Memorial Mall,public,
NULL NULL,1998,"Louis Valentino, Jr.",public,
NULL NULL,2000,Foley Square Medallions,public,
NULL NULL,2001,Battle of the Bulge,public,
NULL NULL,2002,Brooklyn Wall of Remembrance,public,
NULL NULL,2002,Irish Hunger Monument,public,
NULL NULL,2002,Matthew J. Buono Memorial Fountain,public,
NULL NULL,2002,Vietnam Memorial,public,
NULL NULL,2004,Ten Heroes Plaza flagstaff,public,
NULL NULL,2005,Hillcrest Post No. 1078 of the American Legion,public,
NULL NULL,2006,369th Infantry Regiment Memorial,public,
NULL NULL,2007,Third Water Tunnel Workers Memorial,public,
NULL NULL,2007,Wall Street Fountain,public,
NULL NULL,2016,Shirley Chisholm Plaque,public,
NULL NULL,,Broad Channel Memorial Park Plaque,public,
NULL NULL,,City Island World War Memorial,public,
NULL NULL,,Corporal Robert Gray Tree Marker,public,
NULL NULL,,Flanders Field Flagstaff,public,
NULL NULL,,Garden of Meditation,public,
NULL NULL,,Gill and Bloom Plaques,public,
NULL NULL,,Livingston Honor Roll,public,
NULL NULL,,Neptune Fountain,public,
NULL NULL,,New Dorp World War I Memorial,public,
NULL NULL,,Port Authority World War II Honor Roll,public,
NULL NULL,,Underground Railway Excavation Tablet,public,
NULL Tokyo Fine Arts School,1912,Japanese Cherry Tree Tablet,public,
O. Guglielmi,1934,NEW ENGLAND ARABESQUE,education,
O.B. Jorkman,1923,"""TABLET OF JAMES D. DILLINGHAM""",education,
Odili Donald Odita,2012,Kaleidoscope ,mta,
Ogundipe Fayomi,1994,Dr. Ronald McNair,public,yes
Ohad Meromi,2013,ALL TOGETHER NOW,education,
Ohad Meromi,2016,Sunbather,public,yes
Olalekan Jeyifous,2019,Made With Love ,mta,
Olga Hiiva,1996,"A STORY IS TOLD...A VIEW OF FOUR CULTURES: NATIVE AMERICAN, MAYAN, AFRICAN, ...",education,
Olivia Beens,1992,THE ENVIRONMENT,education,
Olivia Beens,1997,LESSONS IN GEOGRAPHY,education,
Onorio Ruotolo,1919,"""TOSCANINI""",education,
Ora Lerman,1997,INSIDE THE ARK,education,yes
Oronzio Maldarelli,1942,Martin Birdbath,public,
Oscar Mundhenk,1934,ART AND SCIENCE,education,
Oscar Weissbuch,1940,THE CORN CRIB,education,
Oscar Weissbuch,1940,LONG ISLAND LANDSCAPE,education,
Oscar Weissbuch,1940,FIELDS IN SPRING,education,
Oskar Hauenstein,,"""INDUSTRY"" AND ""MUSIC""",education,
Otello Guarducci,1965,MUSIC AND INSPIRATION,education,
Otello Guarducci,1967,THE LIFE OF SAMUEL DICKSTEIN,education,
Otello Guarducci,1967,THE WINDOW,education,
Otto Neals,1997,Peter & Willie,public,
Ousmane Gueye,1999,Traveling Books and Secret Pages,percent,yes
Owen Smith,1998,"An Underground Movement: Designers, Builders, Riders ",mta,
Pablo Delano,1995,IMAGES OF WASHINGTON HEIGHTS 1993-1995,education,yes
Pablo Tauler,1996,In Memory of the Lost Battalion ,mta,
Paloma Munoz,2013,SNOW DAY,education,
Pasquale Civiletti,1906,Giuseppe Verdi,public,
Pat Steir,1992,Looking Lesson,percent,yes
Patrick Antonelle,1988,"THE SAN REMO, CENTRAL PARK",education,
Patsy Norvell,1994,Garden Stops ,mta,
Paul Bartlett,1924,Eternal Light Flagstaff,public,
Paul Bisson,,WOOD,education,
Paul Cabaret,1925,Lieutenant Colonel Isaac Barre,public,
Paul Cadmus,1932,FOUR BOATS,education,
Paul DuBoy,1902,Soldiers and Sailors Monument,public,
Paul Fjelde,1933,"""LIBERTY""",education,
Paul Henry Ramirez,2005,GOING UP UP UP,education,
Paul Henry Ramirez,2005,Going Up,percent,yes
Paul Lawler,1936,"""HISTORY OF TEXTILE INDUSTRY""",education,
Paul Manship,1932,Waldo Hutchins Memorial,public,
Paul Manship,1934,Paul Rainey Memorial Gate,public,
Paul Manship,1950,Governor Alfred E. Smith Flagstaff,public,
Paul Manship,1953,William Church Osborn Gates,public,
Paul Manship,1990,Group of Bears,public,
Paul Mordetsky,1983,RED BARN,education,
Paul Ortlip,1976,THE BATTLE OF THE HUDSON RIVER,education,
Paul Ortlip,,HOUR OF CRISIS- BATTLE OF THE HUDSON RIVER 'PRINT',education,
Paul Rickert,1985,19TH CENTURY FARMHOUSE,education,
Paula Scher,2010,QUEENS,education,yes
Paula Scher,2010,METROPOLITAN AVENUE,education,yes
Pedro Silva,1994,CARIBBEAN SEA,education,yes
Penelope Jencks,1996,Eleanor Roosevelt Memorial,public,
Perry Hoberman,1988,CORPORATE ENTITY #1,education,
Pete Ellenshaw,1977,TALL SHIPS,education,
Peter Chinni,1984,Face to Face,public,
Peter Drake,2015,Waiting for Toydot,mta,
Peter Gourfain,1993,"FREEDOM MARCH, 1965",education,
Peter Gourfain,1993,MAQUETTE FOR BRONZE SCULPTURE,education,
Peter Gourfain,1994,WE SHALL OVERCOME,education,yes
Peter Gourfain,1997,"MODEL FOR ""WE SHALL OVERCOME""",education,
Peter Marcus,1974,BLUEPRINT,education,
Peter Polymenakos,,GREAT HARMONY (TA TUNG),education,
Peter Rostovsky,2012,SUN BAND,education,
Peter Rostovsky,2012,SUNRISE CURTAIN,education,
Peter Sis,2004,Happy City ,mta,
Phil Greenwood,1982,PINEWATER,education,
Philemona Williamson,2003,FOLKTALES FROM AROUND THE WORLD,education,yes
Philemona Williamson,2007,Seasons ,mta,
Philip Johnson,1999,Time Sculpture,public,
Philip Martiny,1892,Soldiers and Sailors Memorial Arch,public,
Philip Martiny,1921,Abingdon Square Doughboy,public,
Philip Martiny,1921,Chelsea Park Memorial,public,
Philip Rice,,"""THE HISTORY OF STATEN ISLAND""",education,
Philip Tarlow,1984,GRAND CENTRAL REFLECTION,education,
Phillip Galgiani,2001,Four Seasons,percent,yes
Pierluigi Calignano,2015,The invisible Book,percent,yes
Pierre Feitu,1909,Louis J. Heintz Memorial,public,
Pietro Finelli,1985,STORIE LOMBARDE,education,
Pietro Finelli,1986,HABANA,education,
Pietro Finelli,1986,SENZO TITOLO,education,
Pietro Finelli,1986,VIAGGIATORE INCANTO,education,
Pietro Finelli,,NELLA LINGUA DI DANTE,education,
Pietro Montana,1921,Bushwick-Ridgewood Memorial,public,
Pietro Montana,1922,Bushwick-Ridgewood Memorial,public,
Pietro Montana,1924,Dawn of Glory,public,
Pietro Tacca,1972,Boar,public,
Pino Finnochiaro,1983,COLLINA,education,
Polowetek,,"EVANDER CHILDS, EDUCATOR",education,
Portia Munson,2012,Gardens of Fort Hamilton Parkway Station ,mta,
Priscila De Carvalho,2015,"Bronx: Heart, Homeland ",mta,
R Livingston,1937,GEORGE WASHINGTON,education,
R. M. Fischer,1992,Brooklyn-Battery Tunnel Clock ,mta,
R. Muller,1930,HAAREN HIGH SCHOOL ART ROOM,education,
Rafael calderon,2003,Primavera ,mta,
Rafael Ferrer,1979,Puerto Rican Sun,public,
Ralph Fasanella,1995,Subway Riders ,mta,
Ralph Helmick,2002,Genius,percent,yes
Ralph Hilton,1982,TIGHTROPE WALKER AND HIS AUDIENCE,education,
Ralph Menconi,1966,MAN & SPACE,education,
Randolph Rogers,1876,William Henry Seward,public,
Raphael Soyer,1937,WORKING GIRLS GOING HOME,education,
Raphael Soyer,,GIRL,education,
Rauol Dufy,,LA BELLE ENFANT,education,
Ray Kass,1986,CLINTON DISTRICT NYC,education,
Ray King,2015,Connections ,mta,
Ray Ring,1987,Clark Street Passage ,mta,
Raymond Skolfield,1936,THE CITY,education,
Raymond Skolfield,1936,THE SEA LIONS POOL,education,
Raymond Turner,1939,"""CHEMISTRY""",education,
Rebecca Conviser,1989,UNTITLED (CITY LIGHTS II ),education,
Rebecca Raubacher,1985,THERE IS NO TURNING BACK,education,
Rembrandt Van Rijn,1641,THE ANGEL DEPARTING FROM THE FAMILY OF TOBIAS,education,
Reuben Nakian,1983,LEDA AND THE SWAN,education,
Revesz Ferryman,1926,"""MUSIC, DANCING, RHYTHM""",education,
Rhoda Andors,1995,ECOTONES,education,yes
Rhoda Andors,1987,Kings Highway Hieroglyphs ,mta,
Richard Artschwager,2014,Inside Out,public,yes
Richard Fuller,,SHANNON WORLD CLOCK,education,
Richard Haas,1989,Immigration on the Lower East Side,public,yes
Richard Haas,1989,The Judgment of Pao Kung,public,yes
Richard Haas,1989,The Judgment of Solomon,public,yes
Richard Hunt,1976,Harlem Hybrid,public,
Richard Kirk,1972,CHALLENGE OF SPACE,education,
Richard Roth,1971,LARGE SQUARE SPECTRUM SERIES #1,education,
Richmond Barthe,1939,Arthur Brisbane Monument,public,
Ricky Flores,1995,LICENSE TO DREAM,education,yes
Rico Gatson,2018,Beacons ,mta,
Rita MacDonald,2011,Bird Laid Bare ,mta,
Riva Helfond,1940,WATERWICH CROSSING,education,
Riva Helfond,,NO. 6 COLLIERY,education,
Riva Helfond,,BARGES ON CANAL,education,
Robert Adzema,1986,WINGED SHADOWS,education,
Robert Adzema,1993,PORT RICHMOND HIGH SCHOOL SUNDIAL,education,yes
Robert Adzema,1987,Winged Shadows,public,
Robert Adzema,1994,Sundial,public,
Robert Archer,1935,SUNSET ON PORT AUTHORITY BUILDING,education,
Robert Archer,1976,SIR WILLIAM JOHNSON AND THE MOHAWK INDIANS,education,
Robert Blackburn,2005,In Everything There Is A Season ,mta,
Robert Bunkin,1995,AN HISTORIC PORTRAIT OF PS 18 1892-1994,education,
Robert Bunkin,,"""REL SAK ENVISIB THE CRY OF THE INVISIBLES EL GRITO DE LOS INVISIBLES""",education,
Robert Cronbach,1938,INDUSTRY,education,
Robert Ferrandini,1988,IN HER WAKE,education,
Robert Ferrandini,1990,BLACK GOLD,education,
Robert Ganley,1909,"""JOHN T. BUCHANAN""",education,
Robert Goodnough,2010,Kâ”Mâ”G ,mta,
Robert Graham,1997,Duke Ellington Memorial,public,
Robert Harding,1976,"""LINCOLN AT GETTYSBURG"", ""PIONEERS PLANTING..."",""WASHINGTON PRAYING AT VALLY...""",education,
Robert Hickman,2002,Laced Canopy ,mta,
Robert Kushner,2004,4 Seasons Seasoned ,mta,
Robert Owen,1937,"""FOREST PATH""",education,
Robert Owen,1937,AUTUMN AFTERNOON,education,
Robert Proper,1975,"UNTITLED ""EAT""",education,
Robert Pugh,1971,Frederick Johnson Memorial,public,
Robert Pugh,1982,Reverend Benjamin J. Lowry,public,
Robert Ressler,1997,RIVERS,education,yes
Robert Ressler,2005,Beacon,public,
Robert Rivera,1992,OPEN VOYAGE,education,
Robert Ryland,1916,"""DUTCH AND INDIAN TRADING""",education,
Robert Skemp,1966,JON B. LEDER [?],education,
Robert Taplin,1996,Three Statues (A Short History of the Lower Hudson Valley) ,mta,
Robert Wilson,2004,My Coney Island Baby ,mta,
Roberto Juarez,1995,CALENDAR,education,yes
Roberto Juarez,1997,A Field of Wild Flowers ,mta,
Robin Holder,1992,CAMINO DE ANIMALES,education,yes
Robin Holder,1996,PORTRAITS AND PATTERNS,education,
Robin Holder,1996,DESIGN FOR CERAMICS TITLES PORTRAITS AND PATTERNS,education,
Robin Holder,1996,DESIGN FOR CERAMIC TITLES PORTRAITS AND PATTERNS,education,
Robin Holder,1996,"BOOK ABOUT CERAMIC TITLES PROJECT ""PORTRAITS AND PATTERNS""",education,
Robin Holder,1997,RITES OF PASSAGE,education,yes
Robin Holder,2006,Migration ,mta,
Robyn Holder,2003,EVERYDAY COURAGE,education,yes
Rochelle Shicoff,1997,THE HISTORY OF EAST NEW YORK,education,
Rockwell Kent,1933,STARRY NIGHT,education,
Roger Bolomey,1973,Wingdale,public,
Roger Hownigan,1985,CONSERVATORY I,education,
Roger Hownigan,1988,THE PAVILION III,education,
Roland Brooks,1994,W.E.B. DU BOIS,education,
Roland Brooks,1994,MARCUS GARVEY,education,
Roland Brooks,1994,SIMON BOLIVAR,education,
Roland Brooks,1994,WINNIE MANDELA,education,
Roland Brooks,1994,GABRIEL MARQUEZ GARCIA,education,
Roland Brooks,1994,RICHARD WRIGHT,education,
Roland Brooks,1994,CORETTA SCOTT KING,education,
Roland Brooks,1994,ANDREW YOUNG,education,
Roland Brooks,1994,THURGOOD MARSHALL,education,
Roland Brooks,1994,HARRIET TUBMAN,education,
Roland Brooks,1994,MARION ANDERSON,education,
Roland Brooks,1994,ADAM CLAYTON POWELL,education,
Roland Brooks,1994,CLARENCE THOMAS,education,
Roland Brooks,1994,DIEGO RIVERA,education,
Roland Brooks,1994,DR. RALPH BUNCHE,education,
Roland Brooks,1994,ROSA PARKS,education,
Roland Brooks,1994,FREDERICK DOUGLASS,education,
Roland Brooks,1994,NELSON MANDELA,education,
Roland Brooks,1994,EMILE ZAPATA,education,
Roland Brooks,1994,BARBARA JORDAN,education,
Roland Brooks,1994,MALCOLM X,education,
Roland Brooks,1994,TONI MORRISON,education,
Roland Brooks,1994,MAYA ANGELOU,education,
Roland Brooks,1994,GEORGE WASHINGTON CARVER,education,
Roland Brooks,1994,CESAR CHAVEZ,education,
Roland Brooks,,GENERAL COLIN POWELL,education,
Roland Brooks,,PORTRAIT OF PAUL ROBESON,education,
Roland Brooks,,MARTIN LUTHER KING,education,
Rolando BriseÃ±o,1991,At the Table ,mta,
Rolando Briseno,1995,Family Library Table,public,yes
Romare Bearden,1977,DAILY ACTIVITIES IN THE NEIGHBORHOOD,education,
Romare Bearden,1993,Untitled (âœCity of Lightâ) ,mta,
Romauld Kraus,,ALMA MATER,education,
Romeo Frassanito,1930,Joseph A. Guider,public,
Ron Baron,2005,Lost and Found,mta,
Ron Calloway,2002,Euphorbias ,mta,
Ronald Baron,1995,GATES OF KNOWLEDGE,education,yes
Rosa Rush,,TREE TRUNKS,education,
Rosemary La Colla,1985,CYCLING,education,
Ross Lewis,1989,PARALLEL MOTION,education,
Ross Lewis,2003,ACHIEVE BELIEVE CREATE DREAM,education,
Ross Lewis,2008,URBAN INTERSECTIONS,education,
Roy Lichtenstein,2002,Times Square Mural ,mta,
Roy Nicholson,2018,Hempstead,mta,
Roy Secord,2018,Bronx Seasons Everchanging ,mta,
Roy Shifrin,1976,ASTRONAUT,education,
Rudolf Henn,1935,GIRL READING,education,
Rudolf Henn,1937,WORKERS IN FOUNDRY,education,
Rudolf Henn,1940,"""MEMORIAL PLAQUE-IN MEMORY OF CORINNE M...",education,
Rudy Dengel,,CLOTHES LINE ART SHOW,education,
Ruggiero Pierotti,1937,SMALL MOTIF BLOCK PRINT,education,
Ruggiero Pierotti,1937,"PRINTED COTTON, PROBABLY BEFORE MIDDLE OF XIX CENTURY",education,
Russel Limbach,1937,THE HAUNTED HOUSE,education,
Russel Speakman,1937,SEASONS OF THE YEAR,education,
Russell Bailey,,UNDER MY WINGS EVERYTHING PROSPERS,education,
Ruth Chaney,1937,NIGHT SCENE,education,
Ruth Gikow,,TWO DANCERS AND A HORSE,education,
Ruth Ordway,1920,SCENES FROM THE HISTORY OF THE BRONX,education,
Ruth Ordway,1928,"""LIFE OF ANNE HUTCHINSON""",education,
Ruth Ordway,1928,"""A MAP OF BRONKSLAND""",education,
Ruth Reeves,1937,WOMAN,education,
Ruth Reeves,1940,"""STUDENT ACTIVITIES IN SCHOOL""",education,
Ruth Sihan,1940,PSYCHOSIS - TWO NAPOLEANS AND A JOSEPHINE,education,
S Oppenheimer,1965,PRINCIPAL WILLIAM PABST,education,
S Pavolof,1913,"""THE PAINTER""",education,
S Schneider,1983,"""ENCORE 1"" & ""ENCORE 2""",education,
S. Hemming,1973,Washington A. Roebling Memorial,public,
S. Pavone,1913,"""SELF PORTRAIT WITH PALETTE""",education,
Sacha Moldovan,1936,NEW YORK OLD AND NEW,education,
Sally Farnham,1921,SimÃ³n BolÃ­var,public,
Sally Gil,2018,Edges of a South Brooklyn Sky ,mta,
Salvatore Aucello,1960,THE ELEMENTS OF NATURE,education,
Salvatore Aucello,1963,"""SCIENCE AND THE ARTS""",education,
Salvatore Lascari,1916,"""HISTORIC LANDMARKS OF NEW YORK""",education,
Sam Gilliam,1991,"Jamaica Center Station Riders, Blue ",mta,
Sam Minsky,,A.P. CHRISTINE LIEZ,education,
Samm Kunce,2002,Times Square Under Bryant Park ,mta,
Samm Kunce,2009,Cross-Section,public,yes
Samuel Evans,1981,NANTUCKET LIGHTSHIP,education,
Samuel Evans,1988,TRAWLER ZELDA,education,
Samuel Margolies,1937,'FRUITS AND VEGETABLES',education,
Samuel Margolies,1940,FLOODLIGHTS,education,
Samuel Margolies,,BOATHOUSE,education,
Sandy Gellis,1994,Cyngus A,percent,yes
Sandy Litchfield,2020,Forestation,mta,
Sanford Biggers,2010,LOTUS,education,yes
Santiago Calatrava,2000,The New York Times Capsule,public,
Sara Morris,2011,GATEWAY,education,
Sara Murrell,1940,BARNS,education,
Sarah Berman,1936,CLOWNS,education,
Sarah Morris,2018,Hellion Equilibrium ,mta,
Sarah Morris,2009,Gateway,percent,yes
Sarah Sze,2010,MOMENTUM AND ITS CONSERVATION,education,yes
Sarah Sze,2017,Blueprint for a Landscape ,mta,
Saya Woolfalk,2017,Urban Garden Rail ,mta,
Schwartz,,HOCKEY PLAYERS,education,
Scott Burton,1994,Design Team Project,public,yes
Scott Kahn,1975,FAREWELL,education,
Scott LoBaido,1995,Lieutenant George W. Lener Memorial,public,
Scott Pfaffman,1987,HIGH ART,education,
Scott Redden,2007,Untitled ,mta,
Scott Trimble,2012,PATHS OF DISCOVERY,education,
Sebastiaan Bremer,2006,Aguas de Dezembro,percent,yes
Seena Donneson,1980,Icon II,public,
Seong Moy,1984,TIMELESS SPIRIT,education,
Seymour Fogel,1937,"""EUROPEAN MUSIC""",education,
Seymour Fogel,1937,AFRICAN MUSIC,education,
Seymour Fogel,1967,EXPLORATION OF SPACE,education,
Sharon Russel,1983,RED LANSCAPE,education,
Sheila Levrant de Bretteville,1999,At the Startâ At Long Last ,mta,
Shelia Levrant de Brettenvile,1998,Search: Literature,percent,yes
Sherry Fry,1915,Major Clarence T. Barrett Memorial,public,
Shinique Smith,2007,WOMAN MAYBE LAUGHING,education,
Shinique Smith,2013,Mother Hale's Garden ,mta,
Sidney Hermel,,SIDEWALK VIEW,education,
Sidney Hermel,,JEFFERSON MARKET,education,
Sidney Hermel,,PEARS WITH PITCHER,education,
Sidney Hermel,,ROOT VEGETABLES,education,
Siegfried Reinhardt,1976,FLIGHT- AN AMERICAN TRIUMPH,education,
Sigvald Asbjornsen,1914,Edvard Grieg Memorial,public,
Simon Levenson,2011,The Beaches of New York City ,mta,
Simon Verity,2010,Castello Plan,public,
Sir John Steell,1872,Sir Walter Scott,public,
Sir John Steell,1880,Robert Burns,public,
SITU Studio,2015,Percolate ,mta,
Sivert Lindblom,2003,Nobel Monument,public,
Skowman Hastanan,2006,A Secret Garden: There's No Place Like Home ,mta,
Skowmon Hastanan,2001,ORBIS VENUSTAS,education,yes
Sol LeWitt,2009,Whirls and twirls (MTA) ,mta,
Sol LeWitt,2008,Wall Drawing #1252: Scribbles for Pier 88,public,yes
Sol Wilson,1937,"""COVE SCENE""",education,
Sol Wilson,1937,FISHERMAN ON WHARF,education,
Sol'Sax,2008,SOL'SCRYPT ,mta,
Soonae Tark,2008,LOVE YOU,education,yes
Soonae Tark,2015,Have a Happy Day ,mta,
Spiro Goggakis,1998,Athena,public,
Stanislaw Lutostanski,1990,Father Jerzy Popieluszko Monument,public,
Stanislaw Lutostanski,1991,Harold W. Cohn,public,
Stanislaw Ostrowski,1945,King Wladyslaw Jagiello,public,
Stanley Meltzoff,1987,BLUE FIN POPPING BABY PORCUPINE PUFFERS,education,
Stanley Meltzoff,1987,BLACK MARLIN AND WAHOO,education,
Stanley Meltzoff,1987,SAILFISH #22,education,
Stephanie Canizares,1984,COUNTRY LANDSCAPE,education,
Stephanie Canizares,1985,BARN IN SUMMER,education,
Stephen Antonakos,1990,Neon for the 59th Street Marine Transfer Station,public,yes
Stephen Johnson,2005,DeKalb Improvisation ,mta,
Stephen Westfall,2018,Perasma I & II; Dappleganger ,mta,
Steve Foust,2007,Python,public,yes
Steve Kuzma,1960,RACEHORSE,education,
Steve Mayo,,"EARTH, MASKS, FIRE",education,
Steve Poleskie,1978,AEROBATIC SKY ART PROJECT FOR SUNY PURCHASE,education,
Steve Wood,1993,"EAST OF THE SUN, WEST OF THE MOON",education,yes
Steve Wood,1993,MODEL FOR EXTERIOR RELIEFS,education,
Steve Wood,1993,STUDY FOR TERRA COTTA RELIEF 1 OF 15,education,
Steve Wood,1993,STUDY FOR TERRA COTTA RELIEF 2 OF 15,education,
Steve Wood,1988,Fossils ,mta,
Steven Dickey,1998,Fountain of the Dolphins,public,
Steven Mayo,1996,Pets,percent,yes
Stewart Reinhart,1938,PARNASSIAN  CONVERSATION,education,
Stuyvesant Van Veen,1958,CHILDREN PLAYING,education,
Stuyvesant Van Veen,,ROOFTOPS/ GHOST CITY,education,
Stuyvesant Van Veen,,CHESTER SPRINGS LANDSCAPE,education,
Stuyvesant Van Veen,,CRUCIAL DECADES,education,
